,generation,score,fate,mol,smiles
0,0,0.5453191400836139,initial,<rdkit.Chem.rdchem.Mol object at 0x1455d80b9e70>,C[C@H](O)c1c2ccccc2nc2sc3c(F)c(N)sc3c12
1,1,0.5442862332355178,survived,<rdkit.Chem.rdchem.Mol object at 0x1455e7fcd990>,CC(=O)c1c2ccccc2nc2sc3c(cc(N)n3C)c12
2,1,0.777953723054007,survived,<rdkit.Chem.rdchem.Mol object at 0x145598c48860>,CC1=C2SC3N=C4CCCCC4=C(C(=O)O)C3=C2N=C1N
3,1,0.8106433716274466,survived,<rdkit.Chem.rdchem.Mol object at 0x145604b98810>,Cc1nc2c3c(sc2n1C)N=C1CC=CC=C1N3C(=O)O
4,1,0.8092090893336739,survived,<rdkit.Chem.rdchem.Mol object at 0x145604b989a0>,CC(=O)C1=C2CCCCC2=NC2SC3=C(C)C(N)=NC3=C12
5,1,0.5225921226828935,survived,<rdkit.Chem.rdchem.Mol object at 0x145598c487c0>,CC(=O)c1c2ccccc2nc2sc3c(F)c(N)sc3c12
6,1,0.563499688582824,survived,<rdkit.Chem.rdchem.Mol object at 0x145604b983b0>,Cc1c(N)nc2c3c(C(C)O)c4ccccc4cc3sn12
7,1,0.7406140246508829,survived,<rdkit.Chem.rdchem.Mol object at 0x145598c48900>,CC1=CC2=C3C(C(N)=O)=c4ccccc4=NC3SN2C1=O
8,1,0.5225921226828935,survived,<rdkit.Chem.rdchem.Mol object at 0x145598c48db0>,CC(=O)c1c2ccccc2nc2sc3c(F)c(N)sc3c12
9,1,0.5110069357866233,survived,<rdkit.Chem.rdchem.Mol object at 0x145598c489f0>,CC(=O)c1c2c(nc3sc4c(nc(C)n4C)c13)CC=CC2
10,1,0.7123274798465729,survived,<rdkit.Chem.rdchem.Mol object at 0x145598c49e90>,NC1Oc2c(sc3nc4ccccc4c(C(=O)O)c23)C1=O
11,1,0.6973734206539098,survived,<rdkit.Chem.rdchem.Mol object at 0x145604b988b0>,O=C1Cc2c(sc3nc4ccccc4c(C(=O)O)c23)C1=O
12,1,0.7656817395842025,survived,<rdkit.Chem.rdchem.Mol object at 0x145598c4a480>,C=C(O)c1c2c(cc3c1C1=NC(C)=C(C)C1=N3)CCCC2
13,1,0.5254936910645757,survived,<rdkit.Chem.rdchem.Mol object at 0x145598c4ade0>,Cc1c(F)sc2c1sc1nc3ccccc3c(C(C)O)c12
14,1,0.8074371733257908,survived,<rdkit.Chem.rdchem.Mol object at 0x145598c49c60>,CC(=O)N1C2=NC=CCC2=Nc2sc3c(F)c(N)sc3c21
15,1,0.5646701222456908,survived,<rdkit.Chem.rdchem.Mol object at 0x145598c49670>,Cc1c(N)nn2c1sc1cc3ccccc3c(C(=O)O)c12
16,1,0.638077255232244,survived,<rdkit.Chem.rdchem.Mol object at 0x145598c49b70>,CC(O)c1c2c(nc3sc4c(O)c(N)sc4c13)CCCC2
17,1,0.7879073497860777,survived,<rdkit.Chem.rdchem.Mol object at 0x145598c49990>,CC(=O)N1C2=CC=CCC2=Cc2sc3c(F)c(N)sc3c21
18,1,0.6415250636985524,survived,<rdkit.Chem.rdchem.Mol object at 0x1455e7fce750>,NC1Sc2c(sc3cc4ccccc4c(C(=O)O)c23)C1N
19,1,0.5636161480794633,survived,<rdkit.Chem.rdchem.Mol object at 0x145598c492b0>,NC(=O)c1c2ccccc2nc2sc3c(F)c(N)sc3c12
20,1,0.5865554622331763,survived,<rdkit.Chem.rdchem.Mol object at 0x145604b987c0>,CN(C)c1c2ccccc2nc2sc3c(nc(N)n3C)c12
21,2,0.5991880971011007,survived,<rdkit.Chem.rdchem.Mol object at 0x145598c49080>,Cc1nc2c3c(sc2n1C)N=C1CC=CC=C1N3[N+](=O)[O-]
22,2,0.7237971242876083,survived,<rdkit.Chem.rdchem.Mol object at 0x145598c4b920>,Cn1c(N)nc2c3c(C(=O)O)c4c(cc3sc21)CCCC4
