,generation,score,fate,mol,smiles
0,0,0.7734232476506039,initial,<rdkit.Chem.rdchem.Mol object at 0x14f7f8209070>,C[C@H]1C[C@H]2CCC[C@H]2C(=O)[C@@H]1NC1=NN=C2C(=O)N=CN=C12
1,1,0.7391819719765168,survived,<rdkit.Chem.rdchem.Mol object at 0x14f8140af470>,Cc1cc2c(c(O)c1Cn1cnc3c(=O)[nH]cnc31)CCO2
2,1,0.7282057565774225,survived,<rdkit.Chem.rdchem.Mol object at 0x14f832230b30>,O=C1C(=NC2=NCc3c2[nH]cnc3=O)C(F)C=C2CCCC12
3,1,0.43577241547593165,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f1505800>,O=C1NC=NC2C(NC3C(O)CC4CCOC4C3O)=NN=C12
4,1,0.8648526120298278,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f02867f0>,Cc1ncnc2c1NCC2N=C1C(=O)C2CCCC2CC1F
5,1,0.6645107831451529,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0286c00>,CC1OC2CCOC2C2(O)C(c3n[nH]c4c(=O)[nH]cnc34)C12
6,1,0.47825552931286586,survived,<rdkit.Chem.rdchem.Mol object at 0x14f8140af1f0>,CC1CC2CCNC2C(O)C1NC1=NN=C2C(=O)NC=NC12
7,1,0.7527337724272903,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f1505cb0>,CC1OC2CCCC2C(=O)C1Nc1n[nH]c2c(N)ncnc12
8,1,0.6061029016086684,survived,<rdkit.Chem.rdchem.Mol object at 0x14f8322339c0>,CC1CN2CCCC2C(O)C1NC1=NN=C2C(=O)NC=CC12
9,1,0.6950399071719402,survived,<rdkit.Chem.rdchem.Mol object at 0x14f8140af1a0>,O=C1C(Nc2n[nH]c3c(=O)[nH]cnc23)C(Cl)CC2CCCN12
10,1,0.6822936523394858,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0287290>,O=C1N=CN=C2C(NC3C(=O)N4CCCC4CC3O)=CN=C12
11,1,0.48538499361397947,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0286a20>,O=C1NC=NC2C(NC3C(O)CC4CCCC4C3O)=NN=C12
12,1,0.8835403737217374,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f02872e0>,Cc1ccnc2c(NC3C(=O)C4CCOC4CC3F)n[nH]c12
13,1,0.7171522259545445,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f15054e0>,Cc1ncnc2c1NCC2NC1C(=O)N2CCCC2=CC1O
14,1,0.4777037986855592,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0287420>,O=C1NC=NC2C(NC3C(O)=C(O)C(CO)CC3F)=CN=C12
15,1,0.7845822879629704,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f02857b0>,CC1CC2CCCN2C(=O)C1N=C1CNc2c1nc[nH]c2=O
16,1,0.663845755247144,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0285cb0>,Cc1ccnc2c1NCC2NC1C(=O)NC2CCCN2C1=O
17,1,0.7058548315248331,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0285a30>,O=C1C(Nc2cnc3c(F)[nH]cnc2-3)C(O)CC2CCCN12
18,1,0.5474802207867572,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0285f30>,NC1CN2CCCC2C(=O)C1Nc1n[nH]c2c(=O)[nH]cnc12
19,1,0.7374693446573181,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0287d30>,C=C1C(NC2=CN=C3C(=O)NC=NC23)C(C)=CN2CCCC12
20,1,0.5129093909750035,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0287e20>,O=C1N=CNC2C(=NC3C(=O)N4CCCC4CC3O)ONC12
21,1,0.5548820311117889,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0287ec0>,O=C1C(NC2CNc3c2[nH]cnc3=O)C(O)CC2CCCN12
22,1,0.7467870046631917,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0287fb0>,CC1CC2CCCN2C(=O)C1Nc1n[nH]c2c(=O)[nH]cnc12
23,1,0.605324694179084,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0286930>,CC1CN2COCC2C(O)C1NC1=NN=C2C(=O)N=CN=C12
24,1,0.816224999767104,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0290180>,CC1C=C2OCCC2C(=O)C1CC1CN=C2C(=O)NC=NC21
25,1,0.4852544914300107,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0290220>,CC1NC2CCOC2C(O)C1NC1=CN=C2C(=O)NC=NC12
26,1,0.5573546351798847,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0286a70>,O=C1N=CNC2C(Nc3c(F)cc4c(c3O)CCC4)=NNC12
27,1,0.7721219448760724,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0290130>,CC1=CC2=C(CCC2)C(=O)C1NC1=NN=C2C(=O)N=CN=C12
28,1,0.6757160339531239,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0290a40>,O=C1C(Nc2n[nH]c3c(F)ncnc23)C(O)CC2CCCN12
29,1,0.6209066573115302,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0290450>,Nc1[nH]cnc2c(NC3C(=O)N4CCCC4CC3O)cnc1-2
30,1,0.7540388384049146,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f02902c0>,CC1CC2CCCN2C(=O)C1Nc1n[nH]c2c(N)ncnc12
31,1,0.7815762046544834,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0287f60>,CC1=CC2=C(CCC2)C(=O)C1=Nc1n[nH]c2c(=O)[nH]cnc12
32,1,0.5312167999396885,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0290540>,CC1CN2CCCC2C2(O)C1N2C1=C2N=CNC(=O)C2NC1
33,2,0.8308936589723173,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f1cdbb00>,Cc1ccnc2c1NCC2=NC1C(F)=CC2=C(CCO2)C1O
34,2,0.8400540781586611,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0286bb0>,O=C1N=CC=C2C(NC3C(=O)C4CCCC4CC3F)=CN=C12
35,2,0.7242256192326137,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f1505ad0>,O=C1N=NN=C2C(CN3C(=O)C4=C(CC3F)SCC4)=CN=C12
36,2,0.8195336563481826,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f15074c0>,CC1CC2CCCN2C(=O)C1NC1=CN=C2C(=O)N=CC=C12
37,2,0.6334026557258478,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f15060c0>,Nc1ncnc2c1NCC2Nc1c(F)cc2c(c1O)CCC2
38,2,0.8278804369200963,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0285b70>,CC1CC2=C(OCC2)C(=O)C1Nc1noc2c(N)cccc12
39,2,0.597704265728315,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0291d00>,Nc1[nH]cnc2c(NC3C(=O)N4C(CC3N)C3CC34)cnc1-2
40,2,0.5510209746539126,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0291f30>,CC1NC2CCCC2C(C)C1NC1=NNC2=C(N)N=CCN12
41,2,0.7159342104461472,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0291df0>,CC1=C2N=C3CC4CN5CCCC5C(O)C4NC3=C2C=CC1
42,2,0.7146326765471643,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0291ee0>,CC1=C2N=CC(NC3C(F)CC4CCNC4C3O)=C2N=CC1
43,2,0.786090017137935,survived,<rdkit.Chem.rdchem.Mol object at 0x14f832232070>,CC1C=C2OCCN2C(=O)C1NC1=CN=C2C1=CCCC2O
44,2,0.7109792747803947,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0291e40>,O=C1CC=CC2C(NC3C(=O)N4CCCC4CC3O)=CN=C12
45,2,0.7033897736118272,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0285df0>,O=C1NC2=C(OCC2)C(O)C1NC1=C2C=CCC(Cl)=C2N=C1
46,2,0.723556074672849,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0291990>,Cc1cc2c(c(O)c1NC1=CN=C3C(=O)NC=NC13)CCS2
47,2,0.7171670775034137,survived,<rdkit.Chem.rdchem.Mol object at 0x14f7f0292110>,CC1CC2CCCN2C(O)C1NC1=NN=C2C(=O)N=CC=C12
