,generation,score,fate,mol,smiles
0,0,0.8713721611136225,initial,<rdkit.Chem.rdchem.Mol object at 0x14bf8d980f20>,Oc1cc2c(Cl)c(F)ccc2cc1N1CCOCC1
1,1,0.7892087008343506,survived,<rdkit.Chem.rdchem.Mol object at 0x14bf96f02750>,O=C1C2=C(C=C(N3CCCCC3)C(F)C2)CCC1O
2,1,0.8253790433317695,survived,<rdkit.Chem.rdchem.Mol object at 0x14bfb5080b80>,Cc1ccc2cc(N3CCOCC3)c(O)cc2c1O
3,1,0.49629431476913544,survived,<rdkit.Chem.rdchem.Mol object at 0x14bf490718a0>,O=C1C=CC2=C(CC(=O)C(N3CCOCC3)=C2)C1=O
4,1,0.8403305695170467,survived,<rdkit.Chem.rdchem.Mol object at 0x14bfb50820c0>,Oc1cc2c(Cl)c(O)ccc2cc1N1C=COCC1
5,1,0.8161686856468946,survived,<rdkit.Chem.rdchem.Mol object at 0x14bfb5080ef0>,Nc1c(F)ccc2cc(N3CCOCC3)c(Cl)cc12
6,1,0.6883241815283545,survived,<rdkit.Chem.rdchem.Mol object at 0x14bf49072520>,O=C1N=C2C(=O)C(F)=NC=C2C=C1N1C=COCC1
7,1,0.8283442586420957,survived,<rdkit.Chem.rdchem.Mol object at 0x14bf492b2390>,Oc1cc2c(O)c(F)ccc2cc1N1C=COCC1
8,1,0.6825195344912522,survived,<rdkit.Chem.rdchem.Mol object at 0x14bfb5082110>,Oc1cc2c(O)c(O)ccc2cc1N1CCOCC1
9,1,0.7936930055987141,survived,<rdkit.Chem.rdchem.Mol object at 0x14bfb5082890>,O=c1ncc2cc(N3CCOCC3)c(Cl)cc2n1O
10,1,0.824458378733619,survived,<rdkit.Chem.rdchem.Mol object at 0x14bf49072570>,Cc1ccc2cc(N3C=COCC3)c(O)cc2c1O
11,1,0.8273215483451318,survived,<rdkit.Chem.rdchem.Mol object at 0x14bfb5082610>,CN1CCc2cc(N3C=COCC3)c(O)cc2C1=O
12,1,0.6825195344912522,survived,<rdkit.Chem.rdchem.Mol object at 0x14bf490729d0>,Oc1cc2c(O)c(O)ccc2cc1N1CCOCC1
13,1,0.5795085725880111,survived,<rdkit.Chem.rdchem.Mol object at 0x14bf49072110>,Oc1cc2c(O)c(O)ccc2cc1-c1ccccc1
14,1,0.8084523620294004,survived,<rdkit.Chem.rdchem.Mol object at 0x14bf49072020>,O=C1C(O)=CCc2cc(C3CCCCC3)c(O)cc21
15,1,0.7340696776114615,survived,<rdkit.Chem.rdchem.Mol object at 0x14bf49072a70>,O=c1[nH]c2c(O)c(F)ccc2cc1C1C=CNCC1
16,1,0.7970703630080858,survived,<rdkit.Chem.rdchem.Mol object at 0x14bf49072c00>,O=C1C=Cc2cc(C3=CCON=C3)c(O)cc2C1O
17,1,0.7622571878158767,survived,<rdkit.Chem.rdchem.Mol object at 0x14bf96f03060>,O=C1C=Cc2cc(N3CCOCC3)c(O)cc2C1=O
18,1,0.7538799175573367,survived,<rdkit.Chem.rdchem.Mol object at 0x14bf490728e0>,O=C1CC2C(=O)C(O)=CC=C2C=C1N1CCOCC1
19,1,0.7490160025687577,survived,<rdkit.Chem.rdchem.Mol object at 0x14bf49072d40>,Oc1cc2c(Cl)c(O)ccc2cc1C1CCCNC1
20,1,0.7622571878158767,survived,<rdkit.Chem.rdchem.Mol object at 0x14bf49072de0>,O=C1C=Cc2cc(N3CCOCC3)c(O)cc2C1=O
