,generation,score,fate,mol,smiles
0,0,0.5453191400836139,initial,<rdkit.Chem.rdchem.Mol object at 0x14a2dd5d8a50>,C[C@H](O)c1c2ccccc2nc2sc3c(F)c(N)sc3c12
1,1,0.809796724980361,survived,<rdkit.Chem.rdchem.Mol object at 0x14a30be27650>,CC(=O)N1C2=CC=CCC2=Cc2sc3c(cc(N)n3C)c21
2,1,0.8804002003937849,survived,<rdkit.Chem.rdchem.Mol object at 0x14a329f62340>,CN1Cc2c(sc3cc4c(c(C(=O)O)c23)CCCC4)C1=O
3,1,0.41152183007335263,survived,<rdkit.Chem.rdchem.Mol object at 0x14a329f627f0>,Cc1sc2c(sc3nc4ccccc4c([N+](=O)[O-])c32)c1O
4,1,0.7379923939093006,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2dd36d5d0>,CC(=O)N1C2=C(C=CCC2)C=C2Sc3c(nc(C)n3C)C21
5,1,0.8571688248398568,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde261b0>,CN1C(=O)Cc2c1sc1nc3c(c(S(C)=O)c21)CCNC3
6,1,0.8338712766703952,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde26340>,CC(O)c1c2c(nc3ccccc13)SC1N(C)C(N)=NN21
7,1,0.4258370932817472,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde26110>,Cn1c(=N)sc2c3c([N+](=O)[O-])c4ccccc4cc3sc21
8,1,0.5365013411195931,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde267a0>,Cc1c(N)sc2c1sc1nc3c(c([N+](=O)[O-])c12)C=CCC3
9,1,0.5649712934471122,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde268e0>,Cn1c(N)cc2c3c(C(=O)O)c4ccccc4nc3sc21
10,1,0.5389845405960861,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde26980>,Cc1sc2c(sc3nc4ccccc4c(C(=O)O)c32)c1C
11,1,0.6444638701308015,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfb13f0>,CC(=O)c1c2c(nc3sc4c(C)c(C)nn4c13)CCCC2
12,1,0.8767064921137698,survived,<rdkit.Chem.rdchem.Mol object at 0x14a30be26c50>,CN1C(=O)Cc2c1sc1cc3c(c(C(=O)O)c21)CCOC3
13,1,0.6910071240669049,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfb1300>,CC(=O)N1C2=C(CCCC2)N=C2SC3C(=C21)N=C(C)N3C
14,1,0.7503575622016025,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde25300>,Cc1cc2c3c(C(N)=O)c4c(nc3sc2n1C)CCCC4
15,1,0.8195726001388279,survived,<rdkit.Chem.rdchem.Mol object at 0x14a30be26700>,CC(=O)c1c2c(nc3sc4c(c13)N=C(N)C4C)CCCC2
16,1,0.5946180251502405,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde271a0>,NC(O)c1c2cnccc2nc2sc3c(c12)NC(=O)C3F
17,1,0.7070509162100673,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde25800>,CN(O)c1c2c(cc3sc4c(c13)NC(N)N4C)CCCC2
18,1,0.5600727017346332,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde27150>,Cc1c(N)[nH]c2c1sc1nc3ccccc3c(N(C)C)c12
19,1,0.8773336111978443,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde25760>,Cc1nc2c3c(sc2n1C)N=C1CN=CC=C1N3C(C)O
20,1,0.5696881466410749,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde26160>,Cc1cc2c3c(C(C)N)c4ccccc4nc3sc2n1C
21,1,0.6764390042579272,survived,<rdkit.Chem.rdchem.Mol object at 0x14a30be27290>,CC1C(=O)Nc2c1sc1nc3ccccc3c(N(C)O)c21
22,1,0.6428245281779847,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde27240>,Cc1c(N)sc2c1sc1nc3c(c(C(N)=O)c12)CCCN3
23,1,0.7009547332297943,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde27e70>,CC(=O)c1c2c(nc3sc4c(nc(N)n4C)c13)CCC=C2
24,1,0.6972036551478978,survived,<rdkit.Chem.rdchem.Mol object at 0x14a30be272e0>,CC(=O)c1c2n(cc3sc4c(C)c(N)nc4c13)CCCC2
25,1,0.7192635104917541,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde27ec0>,Cn1c(N)nc2c3c(C(=O)O)c4c(nc3sc21)CCCC4
26,1,0.7221961385994812,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde27060>,Cc1c2nc3cc4c(c(C(C)C)c3c-2[nH]n1C)OCNC4
27,1,0.7234013295998544,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde260c0>,Cn1c(N)nc2c3c(C(=O)O)c4c(cc3sc21)CCC=C4
28,1,0.851072195080422,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde27f60>,CC(C)N1C2=CC=CCC2=Nc2sc3c(sc(=N)n3C)c21
29,1,0.6776509544694798,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde27b00>,Cc1nc2c(sc3nn4c(c(C(O)O)c32)C=CCC4)c1F
30,1,0.764205528992444,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde26930>,CN(C)C1C2=C(CN3CCCCC13)SC1=C(O)C(N)=NC12
31,1,0.8325607832074295,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde275b0>,CN1c2sc3c(c2SC1N)C(C(N)=O)C1CCCCC1C3
32,1,0.8732794455773221,survived,<rdkit.Chem.rdchem.Mol object at 0x14a329f60e00>,O=C1SC(c2cnc3c(c2C(=O)O)C=CCC3)C(O)=C1F
33,2,0.6838353727537654,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2dd36f060>,CN(F)C1=C2C=CC=CC2SC2=C1C1=CN(C)N(C)C1S2
34,2,0.7456888333842026,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bde27880>,CC1=NN2C3=C(N=C4CC=CC=C4N3C(C)C)SC2N1C
35,2,0.842041201092402,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfea750>,CN1C(=O)Cc2c1sc1cc3c(c(C(=O)O)c21)CCNC3
36,2,0.8637942733921514,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfea390>,O=C(O)c1c(C2SC(=O)C(F)C2=O)ccc2ccccc12
37,2,0.6426382638043782,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfe9a80>,CC1Sc2c(sc3nc4c(c([N+](=O)[O-])c23)C=CNC4)N1C
38,2,0.7231164241154251,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfeaac0>,CC(N)c1c2c(nc3sc4c(sc(=N)n4C)c13)CCCC2
39,2,0.7941597676757964,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfea2f0>,CC1=NN2C(=NC3=Nc4ccccc4C(C(C)C)C32)N1C
40,2,0.5236011081541935,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfebc90>,CC(=O)c1c2ccccc2cc2sc3c(sc(=N)n3C)c12
41,2,0.7438619155229158,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2dd57bc90>,CC(O)c1c2ccccc2cc2sc3c(c12)CN(C)C3=O
42,2,0.6865673524946739,survived,<rdkit.Chem.rdchem.Mol object at 0x14a329f62890>,Cc1nc2c3c(C(C)C)c4c(nc3sc2n1C)CC=NC4
43,2,0.7486689149464374,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfebec0>,Cc1cc2c3c(C(=O)O)c4c(nc3sc2n1C)C=COC4
44,2,0.8900006548365823,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfe9d00>,CC1C(N)=CC(c2cnc3cnccc3c2C(=O)O)=C1Cl
45,2,0.5854601396636385,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfe9cb0>,CN(C)c1c2ccccc2cc2sc3c([nH]c(=O)n3C)c12
46,2,0.7200307621986377,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfeb3d0>,CC(C)N1C2=C(CCCC2)N=C2SC3C(=C21)SC(C)N3C
47,2,0.7273112938193641,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfea7f0>,CC1=NC2=C3C(=CC4=C(CCCC4)N3C(C)C)SC2N1C
48,2,0.7531920526439801,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfebc40>,CN1C(N)SC2=C3C(=CN4CCC=CC4=C3C(N)=O)SC21
49,2,0.5996413667919851,survived,<rdkit.Chem.rdchem.Mol object at 0x14a3002a4720>,CN1Cc2c(sc3cc4c(c([N+](=O)[O-])c23)CCCC4)C1=O
50,2,0.5414372675686312,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfea570>,Cc1c2sc3nc4cnccc4c(N(C)C)c3c2nn1C
51,2,0.6842650490895728,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfea070>,CN(C)c1c2ccccc2cc2sc3c(c12)CC(=O)N3C
52,2,0.4911956742887559,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2dd36c8b0>,CN1C(Cl)=C(c2cnc3c(c2C(=O)O)CC=CC3)SN1O
53,2,0.8258480559534953,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfe9800>,CN1C(=O)Cc2c1sc1nc3c(c(C(=O)O)c21)CCNC3
54,2,0.8086304578002238,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdfe96c0>,CC(C)N1C2=C(CCCC2)N=C2SC3C(=C21)C=C(N)N3C
55,2,0.5062867526607733,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdf94d10>,Cc1nc2c3c(C(C)C)c4ccccc4nc3sc2n1C
56,2,0.8587116936796383,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdf94f40>,CN1C(=O)Cc2c1sc1c2C(C(=O)O)C2OCCCC2C1
57,2,0.6768813432294144,survived,<rdkit.Chem.rdchem.Mol object at 0x14a2bdf94ea0>,CN(O)c1c2ccccc2cc2sc3c(c12)CN(C)C3O
58,2,0.39612773178050664,survived,<rdkit.Chem.rdchem.Mol object at 0x14a30d3bd120>,Cc1cc2c3n([N+](=O)[O-])c4ccncc4nc-3cc2n1C
