,generation,score,fate,mol,smiles
0,0,0.557310010650226,initial,<rdkit.Chem.rdchem.Mol object at 0x14bd70778cf0>,Nc1nocc1-c1cccc2oc3ccccc3c12
1,1,0.7796311804531845,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd706318a0>,Nc1[nH]nnc1-c1cccc2c1=C1C=CCC=C1N=2
2,1,0.8521335145887718,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1add50>,Clc1nonc1C1=C2C(=NC3=C2CNCC3)CC=C1
3,1,0.730995378931465,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd905ed710>,O=C1N=NN=C1c1cccc2c1=C1C=CCC=C1N=2
4,1,0.5416505969239087,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd905ee700>,Nc1[nH]ncc1-c1cccc2oc3ccccc3c12
5,1,0.8225300883749092,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1aec50>,Cc1[nH]ncc1-c1cccc2c1=C1C=CCC=C1N=2
6,1,0.730995378931465,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1ae840>,O=C1N=NN=C1c1cccc2c1=C1C=CCC=C1N=2
7,1,0.6636651650987546,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d10ee30>,O=C1N=NN=C1c1cccc2oc3ccccc3c12
8,1,0.5633748045272546,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd905edf30>,Cc1[nH]nnc1-c1nccc2oc3ccccc3c12
9,1,0.7009417738161476,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1af560>,O=C1NONC1c1ccnc2sc3ccncc3c12
10,1,0.5630079746732912,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd8f0576a0>,Nc1nonc1-c1cccc2c1-c1ccccc1C2
11,1,0.5310053259121255,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd8f057510>,Nc1[nH]ccc1-c1cccc2oc3ccccc3c12
12,1,0.6636651650987546,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd8f0570b0>,O=C1N=NN=C1c1cccc2oc3ccccc3c12
13,1,0.8169049715048715,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1af830>,Nc1nonc1-c1cccc2c1=C1C=CCC=C1N=2
14,1,0.5416505969239087,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1af790>,Nc1[nH]ncc1-c1cccc2oc3ccccc3c12
15,1,0.7761910201698816,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1ad8a0>,Cc1nocc1-c1cccc2c1=C1C=CCC=C1N=2
16,1,0.5309972573604146,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1af3d0>,NC1=C(c2cccc3oc4ccccc4c23)NNN1
17,1,0.7889273628614988,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd8f057650>,Nc1nonc1-c1nccc2c1=C1C=CCC=C1N=2
18,1,0.5467747203338548,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1ae6b0>,Clc1[nH]ncc1-c1cccc2oc3ccccc3c12
19,1,0.7889273628614988,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1ad8f0>,Nc1nonc1-c1cncc2c1=C1C=CCC=C1N=2
20,1,0.8366663117430627,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1afba0>,Cc1[nH]nnc1C1=NC=NC2=Nc3ccccc3C21
21,1,0.5615758307136044,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1aebb0>,Nc1nonc1-c1cccc2oc3ccccc3c12
22,1,0.7847179135519822,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1afdd0>,CN1NON=C1c1cccc2c1=C1C=CCC=C1N=2
23,1,0.7506647586191396,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1adc60>,O=C1N=NN=C1C1=CC=NC2=Nc3ccccc3C12
24,1,0.7840153684627591,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1af880>,N=c1[nH]onc1-c1cccc2c1=C1C=CCC=C1N=2
25,1,0.5438833412595755,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1af6f0>,Nc1nonc1-c1cccc2[nH]c3ccccc3c12
26,1,0.5595169671439328,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1afd80>,Cc1[nH]nnc1-c1cccc2oc3ccccc3c12
27,1,0.7238595356737273,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1ad670>,NC1=NOCC1c1cccc2oc3ccccc3c12
28,1,0.7248200426152696,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1af0b0>,Cc1oncc1-c1cccc2oc3c(c12)CCNC3
29,1,0.8613438282276782,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1ae980>,NC1SC=CN1c1cccc2oc3c(c12)CCCC3
30,1,0.5438833412595755,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1ae930>,Nc1[nH]ncc1-c1ccnc2oc3ccccc3c12
31,1,0.6901022720031318,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd905ee890>,Nc1[nH]nnc1-c1nccn2cc3c(c12)CCCC3
32,1,0.5615758307136044,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1af380>,Nc1nonc1-c1cccc2oc3ccccc3c12
33,2,0.7594316602063235,survived,<rdkit.Chem.rdchem.Mol object at 0x14bdad1c2520>,CC1=C(c2cccc3c2=C2C=CCC=C2N=3)CCS1
34,2,0.7957915206573991,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1d1fd0>,Clc1nonc1-c1cccc2c1=C1C=CCC=C1N=2
35,2,0.5517426593122775,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1ad440>,Nc1[nH]nnc1-c1ncnc2sc3ccccc3c12
36,2,0.5408658257754245,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1aa570>,Cc1[nH]ncc1-c1cccc2c1-c1ccccc1C2
37,2,0.8335824961763714,survived,<rdkit.Chem.rdchem.Mol object at 0x14bdad1c2660>,Nc1nocc1-c1cccc2c1=C1C=CCC=C1N=2
38,2,0.5103515543994415,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1aa6b0>,On1nncc1-c1cccc2[nH]c3ccccc3c12
39,2,0.6479543406777607,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1aa5c0>,NC1NNCC1c1cccc2c1=C1C=CCC=C1N=2
40,2,0.7176133352072392,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1aa7f0>,O=C1N=NN=C1c1cccc2nc3c[nH]ccc-3c12
41,2,0.7690075079819714,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1ae700>,N=C1NCCN1c1cccc2c1=C1C=CCC=C1N=2
42,2,0.530224770611943,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1ad580>,Nc1[nH]nnc1-c1cncn2nc3ccccc3c12
43,2,0.5446126883091568,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1ade40>,Cc1[nH]nnc1-c1cc[nH]c2nc3ccccc3c1-2
44,2,0.7176133352072392,survived,<rdkit.Chem.rdchem.Mol object at 0x14bd3d1aabb0>,O=C1N=NN=C1c1cc[nH]c2nc3ccccc3c1-2
