,generation,score,fate,mol,smiles
0,0,0.557310010650226,initial,<rdkit.Chem.rdchem.Mol object at 0x1542c8634900>,Nc1nocc1-c1cccc2oc3ccccc3c12
1,1,0.555411727138263,survived,<rdkit.Chem.rdchem.Mol object at 0x154302dea430>,Nc1[nH]ncc1-c1ncnc2sc3ccccc3c12
2,1,0.5416505969239087,survived,<rdkit.Chem.rdchem.Mol object at 0x1542e6241c10>,Nc1[nH]ncc1-c1cccc2oc3ccccc3c12
3,1,0.780575625637458,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e91e40>,Cc1nocc1C1CCCN2Cc3ccccc3C12
4,1,0.5615758307136044,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e922f0>,Nc1nonc1-c1cccc2oc3ccccc3c12
5,1,0.5595169671439328,survived,<rdkit.Chem.rdchem.Mol object at 0x154302dea3e0>,Cc1[nH]nnc1-c1cccc2oc3ccccc3c12
6,1,0.5615758307136044,survived,<rdkit.Chem.rdchem.Mol object at 0x154302dea570>,Nc1nonc1-c1cccc2oc3ccccc3c12
7,1,0.5615758307136044,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e92a70>,Nc1nonc1-c1cccc2oc3ccccc3c12
8,1,0.5438833412595755,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c1012b60>,Nc1[nH]nnc1-c1cccc2oc3ccccc3c12
9,1,0.7981211179319074,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e92390>,Nc1[nH]ncc1-c1cccc2c1=C1C=CCC=C1N=2
10,1,0.7768283020505656,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e926b0>,Cn1nncc1C1=CC=NC2=Nc3ccccc3C12
11,1,0.7166215572521818,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e921b0>,Nc1nonc1-c1nccc2oc3c(c12)C=CCC3
12,1,0.8444217428487626,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e92520>,Nc1nocc1C1=CC=NC2=Nc3ccccc3C12
13,1,0.8280148072541629,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e92fc0>,O=c1[nH]occ1-c1cccc2c1=C1C=CCC=C1N=2
14,1,0.7990841732884483,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e92cf0>,Nc1nonc1-c1cncc2c1=C1C=CCC=C1C=2
15,1,0.6888661708290839,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e928e0>,Nc1[nH]nnc1C1CCCc2nn3ccccc3c21
16,1,0.5615758307136044,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e931a0>,Nc1nonc1-c1cccc2oc3ccccc3c12
17,1,0.5457974252939914,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e93290>,Cc1[nH]ncc1-c1cccc2oc3ccccc3c12
18,1,0.7356799519439667,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e93240>,O=C1NONC1c1cccc2c1=C1C=CCC=C1N=2
19,1,0.8335824961763714,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e93380>,Nc1nocc1-c1cccc2c1=C1C=CCC=C1N=2
20,1,0.7745012529375861,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e933d0>,O=C1NN=CC1c1cccc2c1=C1C=CCC=C1N=2
21,1,0.5259721403735312,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e920c0>,Cc1nonc1-c1cccc2sc3cnccc3c12
22,1,0.7889273628614988,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e93560>,Nc1nonc1-c1nccc2c1=C1C=CCC=C1N=2
23,1,0.5438833412595755,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e90f40>,Nc1[nH]nnc1-c1cccc2oc3ccccc3c12
24,1,0.7721644531131828,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e93650>,Cc1nonc1-c1cccc2c1=C1C=CCC=C1N=2
25,1,0.5615758307136044,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e917b0>,Nc1nonc1-c1cccc2oc3ccccc3c12
26,1,0.5416505969239087,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e936f0>,Nc1[nH]ncc1-c1cccc2oc3ccccc3c12
27,1,0.7773496515649998,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e91b70>,CC1NONC1c1cccc2c1=C1C=CCC=C1N=2
28,1,0.5544011122703603,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e93790>,Nc1[nH]nnc1-c1cccc2sc3ccccc3c12
29,1,0.513029304379333,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e93740>,Cc1nonc1-c1cccc2oc3ccccc3c12
30,1,0.6992034653481447,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e93880>,Nc1[nH]nnc1-c1cccc2oc3c(c12)CCCC3
31,1,0.5736473931341052,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e938d0>,Nc1nonc1-c1ccnc2sc3ccccc3c12
32,1,0.806004850326693,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e93060>,Nc1[nH]nnc1C1=CC=NC2=Nc3ccccc3C12
33,2,0.7396462909640313,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c0e92110>,Cn1cccc1C1=CC=NC2=Nc3ccccc3C12
34,2,0.8169049715048715,survived,<rdkit.Chem.rdchem.Mol object at 0x1542c83f60c0>,Nc1nonc1-c1cccc2c1=C1C=CCC=C1N=2
