,generation,score,fate,mol,smiles
0,0,0.557310010650226,initial,<rdkit.Chem.rdchem.Mol object at 0x14d9ddf60f90>,Nc1nocc1-c1cccc2oc3ccccc3c12
1,1,0.7796311804531845,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9e9d20e50>,Nc1[nH]ncc1-c1cncc2c1=C1C=CCC=C1N=2
2,1,0.5412150024877043,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9e9d212b0>,Nc1[nH]nnc1-c1cccc2oc3cnccc3c12
3,1,0.821705939194749,survived,<rdkit.Chem.rdchem.Mol object at 0x14da2bde1b20>,Cc1[nH]nnc1-c1nccc2c1C1CCCCC1N2
4,1,0.5438833412595755,survived,<rdkit.Chem.rdchem.Mol object at 0x14da489823e0>,Nc1[nH]nnc1-c1cccc2oc3ccccc3c12
5,1,0.8225300883749092,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9dca77380>,Cc1[nH]ncc1-c1cccc2c1=C1C=CCC=C1N=2
6,1,0.5438833412595755,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9dca77600>,Nc1[nH]nnc1-c1cccc2oc3ccccc3c12
7,1,0.8291907326599748,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9dca75e40>,Cc1[nH]nnc1-c1cccc2c1=C1C=CCC=C1N=2
8,1,0.5649619467881066,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9dca76840>,O=c1[nH]onc1-c1cccc2oc3ccccc3c12
9,1,0.8647358660196697,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9dca760c0>,Clc1nonc1C1=CC=CN2Nc3ccccc3C12
10,1,0.5410125494455099,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9dca76930>,Nc1nonc1-c1cccc2nc3c[nH]ccc-3c12
11,1,0.7796311804531845,survived,<rdkit.Chem.rdchem.Mol object at 0x14da489822f0>,Nc1[nH]nnc1-c1cccc2c1=C1C=CCC=C1N=2
12,1,0.7796311804531845,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9dca6c2c0>,Nc1[nH]nnc1-c1cccc2c1=C1C=CCC=C1N=2
13,1,0.5595241961568838,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9dca75300>,Nc1nonc1-c1cccc2oc3cnccc3c12
14,1,0.6983889759028986,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9dca6d350>,O=C1NONC1c1cccc2oc3ccccc3c12
15,1,0.8444217428487626,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9dca6d490>,Nc1nocc1C1=CC=NC2=Nc3ccccc3C12
16,1,0.5544011122703603,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9dca6d3f0>,Nc1[nH]nnc1-c1cccc2sc3ccccc3c12
17,1,0.5438796235337717,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9dca757b0>,N=c1[nH]onc1-c1cncc2oc3ccccc3c12
18,1,0.5615470434998038,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9dca753a0>,Cc1nonc1-c1nc[nH]c2nc3ccccc3c1-2
19,1,0.5615758307136044,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9dca6c180>,Nc1nonc1-c1cccc2oc3ccccc3c12
20,1,0.806004850326693,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9dca754e0>,Nc1[nH]nnc1C1=CC=NC2=Nc3ccccc3C12
21,1,0.5187521994351041,survived,<rdkit.Chem.rdchem.Mol object at 0x14d9dca6da80>,Cc1nonc1-c1ccnc2oc3ccccc3c12
